Date,Country,avg_ELD,avg_Q,avg_Qb
6/1/10,Egypt,2.5194633,51.094654,51.4529
6/1/10,El Salvador,26.19407,72.51201,46.317936
6/1/10,Equatorial Guinea,23.125238,67.464134,44.338898
6/1/10,Eritrea,9.701799,60.854057,51.589966
6/1/10,Estonia,1.3580277,33.916798,34.722458
6/1/10,Ethiopia,11.258699,55.770725,44.7562
6/1/10,Falkland Islands,0,15.05448,24.285133
6/1/10,Fiji,22.502096,67.90008,45.397984
6/1/10,Finland,0.28380212,26.53805,32.095535
6/1/10,France,5.9397264,43.83796,38.50422
6/1/10,French Southern and Antarctic Lands,0,11.958627,22.270346
6/1/10,Gabon,21.525679,66.146286,44.620605
6/1/10,Gambia,23.835089,74.69753,50.86244
6/1/10,Georgia,8.137476,47.322075,39.34793
6/1/10,Germany,2.1211257,37.57324,36.90911
6/1/10,Ghana,27.58126,75.33297,47.75171
6/1/10,Greece,8.120595,50.22651,42.23609
6/1/10,Greenland,1.20E-06,1.2503233,14.664063
6/1/10,Guatemala,24.036177,69.75277,45.716595
6/1/10,Guinea,25.426115,71.684425,46.25831
6/1/10,Guinea-Bissau,28.306744,77.65303,49.34629
6/1/10,Guyana,26.011465,71.914,45.90253
6/1/10,Haiti,26.4907,73.656364,47.16566
6/1/10,Honduras,24.716196,70.36483,45.648636
6/1/10,Hungary,6.6206193,46.689594,40.210846
6/1/10,Iceland,0.002379834,22.909,28.956844
6/1/10,India,22.437292,71.761856,49.658607
6/1/10,Indonesia,26.62077,72.55455,45.933804
6/1/10,Iran,2.7562873,46.622784,49.82121
6/1/10,Iraq,0.90785587,53.28004,54.880306
6/1/10,Ireland,1.3096609,35.498184,35.076565
6/1/10,Israel,7.803766,54.280205,47.034622
6/1/10,Italy,6.7460036,46.282734,39.921238
6/1/10,Ivory Coast,26.128712,72.96524,46.83653
6/1/10,Jamaica,28.010778,75.593765,47.58299
6/1/10,Japan,10.489351,50.30093,40.05435
6/1/10,Jordan,1.4826596,46.721813,48.17189
6/1/10,Kazakhstan,1.2137297,41.219856,44.255196
6/1/10,Kenya,12.902296,58.5278,45.625595
6/1/10,Kosovo,4.4695053,43.218575,39.14268
6/1/10,Kuwait,2.183329,55.852295,58.05507
6/1/10,Kyrgyzstan,1.8644212,29.774143,30.084116
6/1/10,Laos,28.817871,75.7515,46.93363
6/1/10,Latvia,2.5452712,36.826836,35.65642
6/1/10,Lebanon,6.380022,48.020737,42.503822
6/1/10,Lesotho,0.000872551,12.9508295,24.12151
6/1/10,Liberia,25.036238,70.45572,45.419483
6/1/10,Libya,1.1852745,49.05422,52.10312
6/1/10,Lithuania,3.1873727,38.377384,36.445267
6/1/10,Luxembourg,1.9971006,37.471172,36.797874
6/1/10,Madagascar,8.392055,49.40017,41.120396
6/1/10,Malawi,5.8846383,44.366844,38.54993
6/1/10,Malaysia,27.55544,74.18234,46.6269
6/1/10,Mali,10.572422,63.04548,54.912918
6/1/10,Mauritania,3.776761,54.66669,53.874237
6/1/10,Mexico,13.70213,59.07839,46.230816
6/1/10,Moldova,7.384296,48.5641,41.312473
6/1/10,Mongolia,0.77601993,35.774483,39.410187
6/1/10,Montenegro,5.64609,42.62521,37.395283
6/1/10,Morocco,3.5258965,45.374187,43.71411
6/1/10,Mozambique,6.9850683,47.534492,40.793816
6/1/10,Myanmar,29.119307,75.89335,46.7744
6/1/10,Namibia,0.0483144,26.85092,35.818035
6/1/10,Nepal,15.808301,54.460487,39.353928
6/1/10,Netherlands,1.9178298,36.74421,36.34179
6/1/10,New Caledonia,13.106818,54.877316,41.770527
6/1/10,New Zealand,0.2168525,19.341038,25.803062
6/1/10,Nicaragua,27.887936,74.61409,46.726154
6/1/10,Niger,6.963773,59.259285,55.04132
6/1/10,Nigeria,24.502176,72.99935,48.497173
6/1/10,North Korea,8.943857,48.849743,40.06871
6/1/10,North Macedonia,4.183899,43.221237,39.689034
6/1/10,Northern Cyprus,13.4123125,59.352825,45.94169
6/1/10,Norway,0.046625916,18.111021,26.185577
6/1/10,Oman,15.498684,69.14867,54.631813
6/1/10,Pakistan,13.584754,59.954464,48.35426
6/1/10,Palestine,7.794404,55.167942,47.593296
6/1/10,Panama,27.76112,73.74342,45.982307
6/1/10,Papua New Guinea,23.897718,68.10057,44.20303
6/1/10,Paraguay,6.9257097,46.552193,39.942696
6/1/10,Peru,14.026038,50.935017,38.564667
6/1/10,Philippines,30.219759,78.027,47.807243
6/1/10,Poland,3.176298,39.490284,37.360928
6/1/10,Portugal,4.1787677,43.87203,40.122246
6/1/10,Puerto Rico,27.607788,74.90682,47.299034
6/1/10,Qatar,17.62475,72.98055,55.629875
6/1/10,Republic of Serbia,8.360477,48.223244,39.97412
6/1/10,Republic of the Congo,22.464743,67.42097,44.956223
6/1/10,Romania,7.801422,47.228752,39.571228
6/1/10,Russia,1.2618299,28.906624,32.572346
6/1/10,Rwanda,7.596519,47.936115,40.34252
6/1/10,Saudi Arabia,1.5941513,51.598938,55.462154
6/1/10,Senegal,20.058653,71.78455,51.730946
6/1/10,Sierra Leone,25.418375,71.18877,45.770393
6/1/10,Slovakia,4.78032,42.06283,37.695137
6/1/10,Slovenia,5.248448,43.927017,39.05344
6/1/10,Solomon Islands,28.652174,75.65147,46.999287
6/1/10,Somalia,16.48255,65.300255,48.81773
6/1/10,Somaliland,10.027125,58.23513,48.22043
6/1/10,South Africa,0.17786445,22.959381,31.012966
6/1/10,South Korea,10.008802,52.329212,42.552917
6/1/10,South Sudan,22.403578,70.085106,47.681526
6/1/10,Spain,3.0081754,41.465565,39.41532
6/1/10,Sri Lanka,27.082376,75.76083,48.67846
6/1/10,Sudan,7.268588,56.232063,53.200382
6/1/10,Suriname,26.632696,72.98232,46.34963
6/1/10,Sweden,0.253335,26.058434,31.4076
6/1/10,Switzerland,2.3278894,33.93988,33.26654
6/1/10,Syria,2.5440135,49.51456,48.856445
6/1/10,Taiwan,22.062428,66.202,44.139595
6/1/10,Tajikistan,2.119038,26.000383,28.4365
6/1/10,Thailand,30.197386,79.47468,49.277294
6/1/10,The Bahamas,27.608608,76.52182,48.91321
6/1/10,Togo,27.894064,75.33429,47.44022
6/1/10,Trinidad and Tobago,28.691067,76.39622,47.705147
6/1/10,Tunisia,5.3549356,52.076336,47.595238
6/1/10,Turkey,5.04299,44.8831,40.775726
6/1/10,Turkmenistan,1.9163665,49.82412,51.70727
6/1/10,Uganda,17.826183,61.10176,43.275574
6/1/10,Ukraine,6.6537347,47.62353,41.53821
6/1/10,United Arab Emirates,13.713908,69.45116,56.34786
6/1/10,United Kingdom,1.145533,34.33478,34.640865
6/1/10,United Republic of Tanzania,7.732283,49.92203,42.216537
6/1/10,United States of America,6.623866,42.551273,39.00627
6/1/10,Uruguay,1.196374,29.951935,32.125526
6/1/10,Uzbekistan,2.3877294,48.312225,48.80436
6/1/10,Vanuatu,25.27991,70.951904,45.671997
6/1/10,Venezuela,26.26171,72.14882,45.88712
6/1/10,Vietnam,29.463747,77.533455,48.069706
6/1/10,Western Sahara,2.0128868,47.89264,48.03583
6/1/10,Yemen,10.499402,59.753216,52.312542
6/1/10,Zambia,1.7335584,38.980778,38.39186
6/1/10,Zimbabwe,1.374422,35.7501,36.32456
6/1/10,eSwatini,0.79051965,31.03813,34.48735
7/1/10,Afghanistan,1.4483533,41.090076,45.314545
7/1/10,Albania,10.925627,53.098656,42.19371
7/1/10,Algeria,1.6979316,53.215637,55.581726
7/1/10,Angola,2.1283765,38.41581,40.69789
7/1/10,Antarctica,0,-47.80024,-28.742191
7/1/10,Argentina,0.68849975,16.884638,26.197962
7/1/10,Armenia,7.775826,47.765575,40.20178
7/1/10,Australia,1.7876353,31.882305,34.970657
7/1/10,Austria,6.24044,44.24481,38.4172
7/1/10,Azerbaijan,9.404687,56.054237,46.859257
7/1/10,Bangladesh,34.925014,84.593124,49.66811
7/1/10,Belarus,10.935249,54.18274,43.258125
7/1/10,Belgium,4.9669414,44.757156,40.14327
7/1/10,Belize,30.508791,78.365234,47.856445
7/1/10,Benin,25.152987,71.677536,46.524548
7/1/10,Bhutan,14.997465,50.139973,35.176914
7/1/10,Bolivia,6.9795003,39.4283,36.96752
7/1/10,Bosnia and Herzegovina,9.36029,50.382175,41.07058
7/1/10,Botswana,0.11600539,29.735126,35.521244
7/1/10,Brazil,13.589948,57.582893,44.23509
7/1/10,Brunei,27.738901,74.73204,46.99314
7/1/10,Bulgaria,11.775425,54.07815,42.30997
7/1/10,Burkina Faso,24.750626,73.12547,48.374874
7/1/10,Burundi,3.1427894,43.60618,40.720585
7/1/10,Cambodia,30.148436,78.602875,48.454433
7/1/10,Cameroon,21.34302,65.29342,43.950397
7/1/10,Canada,1.9432714,31.982735,33.51572
7/1/10,Central African Republic,22.904612,67.77231,44.86769
7/1/10,Chad,14.648415,63.757607,50.607796
7/1/10,Chile,0.002372243,11.286108,22.67505
7/1/10,China,11.883655,52.187077,41.311543
7/1/10,Colombia,22.862585,66.64419,43.782124
7/1/10,Costa Rica,24.266794,68.29262,44.02582
7/1/10,Croatia,10.857537,54.222652,43.415348
7/1/10,Cuba,27.082813,75.36943,48.286613
7/1/10,Cyprus,16.16586,64.10692,48.022152
7/1/10,Czechia,6.203464,46.379993,40.395912
7/1/10,Democratic Republic of the Congo,15.3058605,59.445587,44.607082
7/1/10,Denmark,5.5178056,44.35254,38.939007
7/1/10,Djibouti,17.82796,69.86895,52.054356
7/1/10,Dominican Republic,25.779762,72.03291,46.25315
7/1/10,East Timor,22.062653,66.23824,44.17559
7/1/10,Ecuador,17.031862,57.306324,40.31325
7/1/10,Egypt,5.7029877,56.303036,51.835213
7/1/10,El Salvador,25.441523,71.332306,45.890785
7/1/10,Equatorial Guinea,20.960142,64.53455,43.57441
7/1/10,Eritrea,17.495352,66.06677,48.577385
7/1/10,Estonia,10.088978,52.536007,42.466225
7/1/10,Ethiopia,11.458816,54.4569,43.017952
7/1/10,Falkland Islands,0,13.209724,23.32717
7/1/10,Fiji,15.524251,59.09457,43.57032
7/1/10,Finland,5.6749425,43.66651,38.867626
7/1/10,France,8.063521,49.41793,41.567654
7/1/10,French Southern and Antarctic Lands,0,11.322872,21.977793
7/1/10,Gabon,18.941978,62.855724,43.91375
7/1/10,Gambia,28.628794,77.31271,48.683918
7/1/10,Georgia,11.453563,53.013374,41.68428
7/1/10,Germany,5.036826,45.678596,41.073723
7/1/10,Ghana,24.214922,70.742096,46.527172
7/1/10,Greece,11.887833,56.89403,45.029438
7/1/10,Greenland,2.22E-05,3.2017245,16.060463
7/1/10,Guatemala,24.02851,68.90817,44.879665
7/1/10,Guinea,23.551033,68.705894,45.154858
7/1/10,Guinea-Bissau,28.286888,75.82787,47.54098
7/1/10,Guyana,25.433336,70.82212,45.388786
7/1/10,Haiti,26.652443,73.94775,47.295307
7/1/10,Honduras,24.587141,69.531006,44.943863
7/1/10,Hungary,10.984843,54.32762,43.375385
7/1/10,Iceland,0.074640125,26.036345,29.783325
7/1/10,India,28.936075,75.99992,47.184475
7/1/10,Indonesia,25.433346,70.93667,45.50446
7/1/10,Iran,4.4703107,51.21897,51.61575
7/1/10,Iraq,1.5413705,56.529575,57.306145
7/1/10,Ireland,2.9389188,37.866096,35.309826
7/1/10,Israel,14.932858,63.02766,48.125675
7/1/10,Italy,11.979241,55.586834,43.78776
7/1/10,Ivory Coast,22.784546,68.65813,45.87358
7/1/10,Jamaica,27.869713,75.126434,47.256718
7/1/10,Japan,19.505495,63.50117,43.995792
7/1/10,Jordan,4.5177865,53.613464,50.256226
7/1/10,Kazakhstan,1.742684,42.994957,44.203545
7/1/10,Kenya,9.537435,53.96599,44.437695
7/1/10,Kosovo,6.399583,47.96512,41.689396
7/1/10,Kuwait,3.7393038,59.65057,59.293407
7/1/10,Kyrgyzstan,2.186379,32.79273,32.17168
7/1/10,Laos,28.33077,74.539154,46.20839
7/1/10,Latvia,10.240982,52.39465,42.160595
7/1/10,Lebanon,11.587419,55.862915,44.94488
7/1/10,Lesotho,0,14.519187,25.110844
7/1/10,Liberia,21.648136,66.38643,44.738293
7/1/10,Libya,3.4001565,52.694775,51.308254
7/1/10,Lithuania,10.909299,52.87875,41.97286
7/1/10,Luxembourg,4.8380313,43.921997,39.54568
7/1/10,Madagascar,4.6796627,43.974262,39.713234
7/1/10,Malawi,4.7773466,42.760902,38.165985
7/1/10,Malaysia,26.421364,72.389725,45.968357
7/1/10,Mali,14.656034,66.62477,53.50081
7/1/10,Mauritania,8.452264,61.939632,55.18965
7/1/10,Mexico,19.362776,64.147575,44.866287
7/1/10,Moldova,12.745431,56.704784,43.962048
7/1/10,Mongolia,3.2072506,42.56434,41.641666
7/1/10,Montenegro,8.407521,48.39377,40.08945
7/1/10,Morocco,7.1116924,54.402367,48.70623
7/1/10,Mozambique,6.174291,46.53296,40.516193
7/1/10,Myanmar,29.45913,75.98183,46.5227
7/1/10,Namibia,0.040032227,27.385468,36.49887
7/1/10,Nepal,20.729433,60.21503,39.532997
7/1/10,Netherlands,5.2569203,45.089493,40.132885
7/1/10,New Caledonia,7.9594126,48.59647,40.64383
7/1/10,New Zealand,0.034623556,17.81524,25.196096
7/1/10,Nicaragua,27.294409,73.45914,46.16473
7/1/10,Niger,12.25831,63.135708,52.66778
7/1/10,Nigeria,24.329926,70.91587,46.58596
7/1/10,North Korea,18.947666,61.30641,42.358746
7/1/10,North Macedonia,6.0810156,48.1752,42.234615
7/1/10,Northern Cyprus,19.696585,68.5628,48.866615
7/1/10,Norway,0.83323544,26.169537,29.92548
7/1/10,Oman,17.443619,71.39633,54.371395
7/1/10,Pakistan,21.849493,69.30839,48.662033
7/1/10,Palestine,14.917376,63.74296,48.836197
7/1/10,Panama,26.83385,72.480484,45.646633
7/1/10,Papua New Guinea,22.275335,65.95599,43.68367
7/1/10,Paraguay,4.4731293,40.381367,38.224968
7/1/10,Peru,12.415081,47.861824,37.8388
7/1/10,Philippines,28.748571,75.81127,47.062702
7/1/10,Poland,7.5698867,48.951244,41.525913
7/1/10,Portugal,5.583514,49.44119,44.20937
7/1/10,Puerto Rico,28.017157,75.42449,47.407345
7/1/10,Qatar,21.808163,79.04414,57.377323
7/1/10,Republic of Serbia,11.33469,53.8049,42.4747
7/1/10,Republic of the Congo,20.25117,64.56271,44.31155
7/1/10,Romania,11.919394,53.73606,41.819065
7/1/10,Russia,3.4877503,37.994987,36.671112
7/1/10,Rwanda,2.8302503,42.97596,40.278637
7/1/10,Saudi Arabia,3.7651608,56.7,56.547813
7/1/10,Senegal,26.160362,75.733765,49.57608
7/1/10,Sierra Leone,23.132935,68.03546,44.902534
7/1/10,Slovakia,8.477486,49.15943,40.771698
7/1/10,Slovenia,9.574734,51.492416,41.997314
7/1/10,Solomon Islands,26.518036,72.72907,46.211033
7/1/10,Somalia,11.849024,59.470078,47.62115
7/1/10,Somaliland,8.327665,54.96785,46.6411
7/1/10,South Africa,0.17457078,24.29389,32.25557
7/1/10,South Korea,21.448093,66.99343,45.54534
7/1/10,South Sudan,22.175138,68.24965,46.074516
7/1/10,Spain,5.643871,49.672215,44.660767
7/1/10,Sri Lanka,25.04021,73.20637,48.166157
7/1/10,Sudan,12.331502,62.07105,51.224487
7/1/10,Suriname,26.076094,72.13251,46.05641
7/1/10,Sweden,3.3102236,38.19257,36.236065
7/1/10,Switzerland,5.229244,41.198536,36.580624
7/1/10,Syria,5.9992514,56.707867,51.759457
7/1/10,Taiwan,24.531872,70.33813,45.80626
7/1/10,Tajikistan,1.8849663,30.356474,31.901619
7/1/10,Thailand,29.977144,78.254555,48.277412
7/1/10,The Bahamas,27.966887,76.643234,48.676353
7/1/10,Togo,24.64262,70.66103,46.018406
7/1/10,Trinidad and Tobago,28.546383,75.85794,47.311554
7/1/10,Tunisia,8.9202175,59.283302,50.688484
7/1/10,Turkey,8.267065,52.23575,44.747437
7/1/10,Turkmenistan,2.31316,51.459946,52.479084
7/1/10,Uganda,14.70909,57.46284,42.755867
7/1/10,Ukraine,11.11394,55.260925,44.19141
7/1/10,United Arab Emirates,20.332563,77.92298,57.656403
7/1/10,United Kingdom,2.9145617,38.33144,35.94012
7/1/10,United Republic of Tanzania,4.3395443,45.535015,41.533573
7/1/10,United States of America,8.725447,48.04526,41.282116
7/1/10,Uruguay,1.8208207,28.005016,31.02684
7/1/10,Uzbekistan,2.2329047,49.554096,49.503326
7/1/10,Vanuatu,17.093943,61.575764,44.481815
7/1/10,Venezuela,25.30762,70.76009,45.452477
7/1/10,Vietnam,28.962048,76.6422,47.680145
7/1/10,Western Sahara,4.2020993,56.452343,53.659946
7/1/10,Yemen,14.396451,64.570595,51.7823
7/1/10,Zambia,1.0083467,37.964508,38.65507
7/1/10,Zimbabwe,0.8445439,35.57893,36.822205
7/1/10,eSwatini,1.0967351,33.192574,34.90888
8/1/10,Afghanistan,2.171525,40.206417,43.853725
8/1/10,Albania,10.241983,53.470127,43.25236
8/1/10,Algeria,2.8080473,54.94575,54.870823
8/1/10,Angola,2.0896225,38.58583,42.21372
8/1/10,Antarctica,0,-46.535755,-27.507483
8/1/10,Argentina,0.4977672,19.047554,28.327175
8/1/10,Armenia,5.3475795,44.171875,39.405224
8/1/10,Australia,1.2757733,30.982935,35.807537
8/1/10,Austria,4.9366927,40.137142,35.79002
8/1/10,Azerbaijan,9.4561205,54.492462,45.430515
8/1/10,Bangladesh,35.24658,84.94264,49.69606
8/1/10,Belarus,8.069931,49.1121,41.280304
8/1/10,Belgium,4.061287,40.678207,36.901196
8/1/10,Belize,30.699923,78.66182,47.961906
8/1/10,Benin,25.7775,71.95999,46.18249
8/1/10,Bhutan,14.79073,50.00543,35.245903
8/1/10,Bolivia,5.851711,41.17011,39.509228
8/1/10,Bosnia and Herzegovina,7.3721976,47.980522,40.87078
8/1/10,Botswana,0.09341237,31.20936,37.949547
8/1/10,Brazil,11.265906,55.693573,44.987755
8/1/10,Brunei,27.91635,75.279175,47.362827
8/1/10,Bulgaria,12.743756,57.10643,44.38143
8/1/10,Burkina Faso,26.479519,73.80688,47.32736
8/1/10,Burundi,2.317368,42.878323,42.366096
8/1/10,Cambodia,29.836824,77.52994,47.69312
8/1/10,Cameroon,21.757608,65.71847,43.96086
8/1/10,Canada,1.7623234,29.266872,31.613634
8/1/10,Central African Republic,23.504036,68.30649,44.802452
8/1/10,Chad,17.631853,66.47491,49.960285
8/1/10,Chile,0.00666748,13.816032,24.60983
8/1/10,China,9.938906,48.104378,39.83612
8/1/10,Colombia,22.798704,66.94087,44.143787
8/1/10,Costa Rica,24.50552,68.47978,43.974262
8/1/10,Croatia,9.216879,50.92771,41.875397
8/1/10,Cuba,27.20134,75.77936,48.578022
8/1/10,Cyprus,20.110079,70.49855,50.55118
8/1/10,Czechia,5.530539,42.711384,37.53245
8/1/10,Democratic Republic of the Congo,15.862761,60.088146,45.139557
8/1/10,Denmark,4.1087065,40.34027,36.653328
8/1/10,Djibouti,18.957188,70.65847,51.702026
8/1/10,Dominican Republic,25.953106,72.503075,46.549976
8/1/10,East Timor,18.66134,62.820717,44.159393
8/1/10,Ecuador,15.434583,55.85021,40.53737
8/1/10,Egypt,6.5580363,58.127167,52.64178
8/1/10,El Salvador,25.687487,71.329895,45.642406
8/1/10,Equatorial Guinea,21.17422,64.98999,43.81577
8/1/10,Eritrea,19.793304,68.39684,48.604412
8/1/10,Estonia,7.3513174,45.474815,38.652256
8/1/10,Ethiopia,11.568161,54.78262,43.21886
8/1/10,Falkland Islands,0,14.256402,24.009134
8/1/10,Fiji,17.768879,62.017616,44.248737
8/1/10,Finland,3.3175676,34.391613,34.05073
8/1/10,France,6.6943426,45.679424,39.531006
8/1/10,French Southern and Antarctic Lands,0,11.060824,21.733978
8/1/10,Gabon,19.200363,63.52747,44.32711
8/1/10,Gambia,30.041927,78.197914,48.15599
8/1/10,Georgia,8.01814,49.35382,41.654137
8/1/10,Germany,4.6556106,41.58555,37.256092
8/1/10,Ghana,25.084755,71.46445,46.37969
8/1/10,Greece,12.989352,59.812958,46.849865
8/1/10,Greenland,2.02E-05,1.5405449,14.708326
8/1/10,Guatemala,24.483885,69.23714,44.753254
8/1/10,Guinea,23.6304,68.37848,44.74808
8/1/10,Guinea-Bissau,28.07616,75.18568,47.109516
8/1/10,Guyana,25.713865,71.29981,45.58595
8/1/10,Haiti,26.957424,74.3908,47.433372
8/1/10,Honduras,24.700022,69.61811,44.918095
8/1/10,Hungary,9.060757,50.20747,41.26509
8/1/10,Iceland,0.20455672,25.475237,29.36662
8/1/10,India,29.57368,76.380684,46.852695
8/1/10,Indonesia,25.360382,70.98952,45.6296
8/1/10,Iran,3.4954448,47.317528,49.07648
8/1/10,Iraq,1.4469784,57.215034,57.79072
8/1/10,Ireland,1.2364477,34.585712,34.287403
8/1/10,Israel,19.044569,68.959366,49.976776
8/1/10,Italy,10.5709715,52.50128,42.230698
8/1/10,Ivory Coast,23.82324,69.46877,45.645535
8/1/10,Jamaica,27.93575,75.553535,47.617786
8/1/10,Japan,22.865715,69.09503,46.22935
8/1/10,Jordan,5.862289,56.683567,52.09889
8/1/10,Kazakhstan,1.1164752,42.165894,44.19559
8/1/10,Kenya,9.075979,53.59366,44.54896
8/1/10,Kosovo,4.7148623,47.221558,42.780308
8/1/10,Kuwait,8.060254,65.15943,59.007786
8/1/10,Kyrgyzstan,2.8861604,34.209946,33.02239
8/1/10,Laos,27.651632,72.8801,45.228466
8/1/10,Latvia,8.621607,47.59446,39.27026
8/1/10,Lebanon,14.556762,61.18416,47.201958
8/1/10,Lesotho,0,15.710009,27.671446
8/1/10,Liberia,22.597015,67.06028,44.463264
8/1/10,Libya,4.029634,53.46061,51.279945
8/1/10,Lithuania,8.870028,48.368835,39.675262
8/1/10,Luxembourg,3.596429,39.418453,36.351547
8/1/10,Madagascar,5.028072,44.709316,40.173058
8/1/10,Malawi,3.8643017,41.967617,38.738094
8/1/10,Malaysia,26.453444,72.69005,46.236603
8/1/10,Mali,17.968336,69.6937,52.221786
8/1/10,Mauritania,13.494601,66.49211,54.125824
8/1/10,Mexico,18.587826,64.29119,45.77768
8/1/10,Moldova,10.00353,54.89184,44.993298
8/1/10,Mongolia,0.53976244,32.386593,36.911507
8/1/10,Montenegro,7.2091084,47.82947,40.778847
8/1/10,Morocco,8.029481,56.024498,49.21545
8/1/10,Mozambique,5.3432317,45.896538,40.953087
8/1/10,Myanmar,29.578608,75.84027,46.26167
8/1/10,Namibia,0.031944428,28.73429,38.91341
8/1/10,Nepal,20.732655,60.07766,39.38238
8/1/10,Netherlands,4.3487782,41.360153,37.202766
8/1/10,New Caledonia,10.3554535,51.599396,41.24932
8/1/10,New Zealand,0.23744978,21.739101,27.135447
8/1/10,Nicaragua,27.4391,73.458664,46.019566
8/1/10,Niger,13.684289,64.86879,52.284847
8/1/10,Nigeria,25.163465,71.36677,46.20331
8/1/10,North Korea,19.244505,62.049152,42.804707
8/1/10,North Macedonia,5.399143,49.09042,43.953114
8/1/10,Northern Cyprus,23.58547,74.85509,51.284435
8/1/10,Norway,0.67409754,23.378319,28.22245
8/1/10,Oman,14.857348,67.829605,53.073166
8/1/10,Pakistan,23.418783,69.45719,47.461216
8/1/10,Palestine,19.172665,70.013664,50.86668
8/1/10,Panama,27.248821,72.968544,45.719723
8/1/10,Papua New Guinea,22.375885,65.99953,43.624294
8/1/10,Paraguay,3.1807942,40.955315,40.36367
8/1/10,Peru,12.237168,48.682133,38.68299
8/1/10,Philippines,28.570297,75.51044,46.94014
8/1/10,Poland,7.505264,46.705635,39.331486
8/1/10,Portugal,5.2046776,49.319214,44.695038
8/1/10,Puerto Rico,28.440218,76.16865,47.728428
8/1/10,Qatar,32.341625,89.182945,56.86433
8/1/10,Republic of Serbia,9.619436,51.924706,42.412697
8/1/10,Republic of the Congo,20.251204,64.92238,44.671173
8/1/10,Romania,11.137786,53.599632,42.53325
8/1/10,Russia,1.8678993,31.296799,33.078773
8/1/10,Rwanda,2.9642904,43.443523,41.677834
8/1/10,Saudi Arabia,4.268467,58.421864,57.004147
8/1/10,Senegal,28.655544,77.50748,48.85193
8/1/10,Sierra Leone,23.265152,67.87262,44.607468
8/1/10,Slovakia,7.1489015,45.552513,38.636276
8/1/10,Slovenia,9.017002,48.119286,39.32949
8/1/10,Solomon Islands,26.67758,72.8477,46.17012
8/1/10,Somalia,11.942227,59.52846,47.58751
8/1/10,Somaliland,7.2024565,54.796745,47.596195
8/1/10,South Africa,0.1793284,25.42363,34.11922
8/1/10,South Korea,26.621103,73.583855,46.962757
8/1/10,South Sudan,23.15643,69.14448,45.988136
8/1/10,Spain,5.529274,48.373466,43.936222
8/1/10,Sri Lanka,24.500198,72.39507,47.89488
8/1/10,Sudan,14.502704,64.56342,51.14896
8/1/10,Suriname,25.812454,72.05252,46.240063
8/1/10,Sweden,2.6549633,33.707867,33.295704
8/1/10,Switzerland,3.5579987,36.093643,33.70868
8/1/10,Syria,5.6882577,57.95497,53.43225
8/1/10,Taiwan,24.972256,70.6444,45.67215
8/1/10,Tajikistan,2.4980822,33.106968,33.369053
8/1/10,Thailand,29.709991,77.087524,47.377533
8/1/10,The Bahamas,29.036016,77.95697,48.92095
8/1/10,Togo,25.358467,71.259514,45.901047
8/1/10,Trinidad and Tobago,29.040222,76.70853,47.66831
8/1/10,Tunisia,10.348313,60.573696,50.529823
8/1/10,Turkey,6.9815993,51.384533,45.97146
8/1/10,Turkmenistan,1.720211,48.386337,50.68234
8/1/10,Uganda,15.662285,58.614994,42.974316
8/1/10,Ukraine,6.2570143,50.225853,44.399906
8/1/10,United Arab Emirates,16.052752,73.75112,57.793507
8/1/10,United Kingdom,1.9195561,35.621155,34.564
8/1/10,United Republic of Tanzania,4.273949,45.622265,42.216324
8/1/10,United States of America,8.0491495,46.866055,40.871788
8/1/10,Uruguay,1.4643428,28.569094,31.569475
8/1/10,Uzbekistan,2.2239854,47.769127,48.360485
8/1/10,Vanuatu,20.099375,65.084496,44.98512
8/1/10,Venezuela,25.48595,71.23116,45.74522
8/1/10,Vietnam,28.211475,74.80042,46.588947
8/1/10,Western Sahara,5.687395,58.617455,54.484516
8/1/10,Yemen,15.412479,66.88637,51.70945
8/1/10,Zambia,0.6094195,37.06361,39.93968
8/1/10,Zimbabwe,0.62188166,35.19245,38.17564
8/1/10,eSwatini,0.8850545,33.855316,36.37125
9/1/10,Afghanistan,0.4345029,29.849697,38.610264
9/1/10,Albania,4.610921,41.573612,37.583538
9/1/10,Algeria,2.8134625,51.212067,51.105385
9/1/10,Angola,5.5705824,47.33085,44.828045
9/1/10,Antarctica,0,-45.43767,-26.425697
9/1/10,Argentina,1.0935585,25.697086,31.901463
9/1/10,Armenia,3.3867505,39.545082,36.760242
9/1/10,Australia,3.0903857,38.395817,39.072803
9/1/10,Austria,0.6129836,28.725546,30.86279
9/1/10,Azerbaijan,8.258382,49.374893,41.306023
9/1/10,Bangladesh,33.650875,82.61106,48.960182
9/1/10,Belarus,0.5362456,29.95066,32.167583
9/1/10,Belgium,1.5099063,34.048977,33.85192
9/1/10,Belize,30.45697,78.35718,47.900204
9/1/10,Benin,26.271912,72.68081,46.408897
9/1/10,Bhutan,11.357269,44.81233,33.66684
9/1/10,Bolivia,11.232246,50.255733,42.075794
9/1/10,Bosnia and Herzegovina,2.6893656,36.35446,34.80083
9/1/10,Botswana,0.45201814,38.585735,43.641365
9/1/10,Brazil,14.329814,60.833794,46.734966
9/1/10,Brunei,27.884119,74.89265,47.008526
9/1/10,Bulgaria,3.3863814,40.541107,37.985687
9/1/10,Burkina Faso,26.77109,74.30979,47.538704
9/1/10,Burundi,7.998414,49.43725,41.7349
9/1/10,Cambodia,30.442514,78.400055,47.95754
9/1/10,Cameroon,22.105389,66.07028,43.964886
9/1/10,Canada,0.27077368,16.644497,24.729286
